annais,sexe,preusuel,rank
1945,1,ANDRÉ,8.0
1945,1,CLAUDE,9.0
1945,1,PIERRE,10.0
1945,2,MARIE,1.0
1945,2,MONIQUE,2.0
1945,2,NICOLE,3.0
1945,2,FRANÇOISE,4.0
1945,2,DANIELLE,5.0
1945,2,JACQUELINE,6.0
1945,2,CHRISTIANE,7.0
1945,2,ANNIE,8.0
1945,2,MICHÈLE,9.0
1945,2,JOSETTE,10.0
1946,1,JEAN,1.0
1946,1,MICHEL,2.0
1946,1,DANIEL,3.0
1946,1,ALAIN,4.0
1946,1,GÉRARD,5.0
1946,1,BERNARD,6.0
1946,1,JACQUES,7.0
1946,1,CLAUDE,8.0
1946,1,CHRISTIAN,9.0
1946,1,ANDRÉ,10.0
1946,2,MARIE,1.0
1946,2,MONIQUE,2.0
1946,2,NICOLE,3.0
1946,2,FRANÇOISE,4.0
1946,2,JACQUELINE,5.0
1946,2,DANIELLE,6.0
1946,2,CHRISTIANE,7.0
1946,2,ANNIE,8.0
1946,2,MICHÈLE,9.0
1946,2,CHANTAL,10.0
1947,1,JEAN,1.0
1947,1,MICHEL,2.0
1947,1,ALAIN,3.0
1947,1,DANIEL,4.0
1947,1,BERNARD,5.0
1947,1,GÉRARD,6.0
1947,1,CHRISTIAN,7.0
1947,1,JACQUES,8.0
1947,1,CLAUDE,9.0
1947,1,PIERRE,10.0
1947,2,MARIE,1.0
1947,2,MONIQUE,2.0
1947,2,NICOLE,3.0
1947,2,FRANÇOISE,4.0
1947,2,DANIELLE,5.0
1947,2,CHRISTIANE,6.0
1947,2,JACQUELINE,7.0
1947,2,ANNIE,8.0
1947,2,MICHÈLE,9.0
1947,2,CHANTAL,10.0
1948,1,JEAN,1.0
1948,1,MICHEL,2.0
1948,1,ALAIN,3.0
1948,1,DANIEL,4.0
1948,1,GÉRARD,5.0
1948,1,BERNARD,6.0
1948,1,CHRISTIAN,7.0
1948,1,JACQUES,8.0
1948,1,CLAUDE,9.0
1948,1,ANDRÉ,10.0
1948,2,MARIE,1.0
1948,2,MONIQUE,2.0
1948,2,FRANÇOISE,3.0
1948,2,NICOLE,4.0
1948,2,CHRISTIANE,5.0
1948,2,ANNIE,6.0
1948,2,DANIELLE,7.0
1948,2,JACQUELINE,8.0
1948,2,CHANTAL,9.0
1948,2,MICHÈLE,10.0
1949,1,JEAN,1.0
1949,1,MICHEL,2.0
1949,1,ALAIN,3.0
1949,1,GÉRARD,4.0
1949,1,DANIEL,5.0
1949,1,BERNARD,6.0
1949,1,CHRISTIAN,7.0
1949,1,JACQUES,8.0
1949,1,CLAUDE,9.0
1949,1,PIERRE,10.0
1949,2,MARIE,1.0
1949,2,FRANÇOISE,2.0
1949,2,MONIQUE,3.0
1949,2,MARTINE,4.0
1949,2,NICOLE,5.0
1949,2,CHANTAL,6.0
1949,2,CHRISTIANE,7.0
1949,2,ANNIE,8.0
1949,2,JACQUELINE,9.0
1949,2,DANIELLE,10.0
1950,1,JEAN,1.0
1950,1,MICHEL,2.0
1950,1,ALAIN,3.0
1950,1,GÉRARD,4.0
1950,1,BERNARD,5.0
1950,1,DANIEL,6.0
1950,1,CHRISTIAN,7.0
1950,1,JACQUES,8.0
1950,1,PATRICK,9.0
1950,1,CLAUDE,10.0
1950,2,MARIE,1.0
1950,2,MARTINE,2.0
1950,2,FRANÇOISE,3.0
1950,2,MONIQUE,4.0
1950,2,NICOLE,5.0
1950,2,CHANTAL,6.0
1950,2,ANNIE,7.0
1950,2,CHRISTIANE,8.0
1950,2,JACQUELINE,9.0
1950,2,MICHÈLE,10.0
1951,1,JEAN,1.0
1951,1,MICHEL,2.0
1951,1,ALAIN,3.0
1951,1,BERNARD,4.0
1951,1,CHRISTIAN,5.0
1951,1,GÉRARD,6.0
1951,1,DANIEL,7.0
1951,1,PATRICK,8.0
1951,1,JACQUES,9.0
1951,1,CLAUDE,10.0
1951,2,MARIE,1.0
1951,2,MARTINE,2.0
1951,2,FRANÇOISE,3.0
1951,2,MONIQUE,4.0
1951,2,NICOLE,5.0
1951,2,CHANTAL,6.0
1951,2,ANNIE,7.0
1951,2,CHRISTIANE,8.0
1951,2,DOMINIQUE,9.0
1951,2,JACQUELINE,10.0
1952,1,JEAN,1.0
1952,1,MICHEL,2.0
1952,1,ALAIN,3.0
1952,1,BERNARD,4.0
1952,1,CHRISTIAN,5.0
1952,1,PATRICK,6.0
1952,1,GÉRARD,7.0
1952,1,DANIEL,8.0
1952,1,JACQUES,9.0
1952,1,PHILIPPE,10.0
1952,2,MARIE,1.0
1952,2,MARTINE,2.0
1952,2,FRANÇOISE,3.0
1952,2,CHANTAL,4.0
1952,2,MONIQUE,5.0
1952,2,DOMINIQUE,6.0
1952,2,NICOLE,7.0
1952,2,ANNIE,8.0
1952,2,CHRISTIANE,9.0
1952,2,CATHERINE,10.0
1953,1,JEAN,1.0
1953,1,MICHEL,2.0
1953,1,ALAIN,3.0
1953,1,PATRICK,4.0
1953,1,CHRISTIAN,5.0
1953,1,BERNARD,6.0
1953,1,GÉRARD,7.0
1953,1,DANIEL,8.0
1953,1,PHILIPPE,9.0
1953,1,JACQUES,10.0
1953,2,MARIE,1.0
1953,2,MARTINE,2.0
1953,2,CHANTAL,3.0
1953,2,FRANÇOISE,4.0
1953,2,MONIQUE,5.0
1953,2,DOMINIQUE,6.0
1953,2,ANNIE,7.0
1953,2,NICOLE,8.0
1953,2,CATHERINE,9.0
1953,2,EVELYNE,10.0
1954,1,JEAN,1.0
1954,1,MICHEL,2.0
1954,1,PATRICK,3.0
1954,1,ALAIN,4.0
1954,1,CHRISTIAN,5.0
1954,1,PHILIPPE,6.0
1954,1,BERNARD,7.0
1954,1,DANIEL,8.0
1954,1,GÉRARD,9.0
1954,1,DOMINIQUE,10.0
1954,2,MARIE,1.0
1954,2,MARTINE,2.0
1954,2,CHANTAL,3.0
1954,2,FRANÇOISE,4.0
1954,2,CATHERINE,5.0
1954,2,DOMINIQUE,6.0
1954,2,MONIQUE,7.0
1954,2,BRIGITTE,8.0
1954,2,ANNIE,9.0
1954,2,NICOLE,10.0
1955,1,JEAN,1.0
1955,1,MICHEL,2.0
1955,1,PATRICK,3.0
1955,1,ALAIN,4.0
1955,1,PHILIPPE,5.0
1955,1,CHRISTIAN,6.0
1955,1,BERNARD,7.0
1955,1,DANIEL,8.0
1955,1,DOMINIQUE,9.0
1955,1,GÉRARD,10.0
1955,2,MARTINE,1.0
1955,2,MARIE,2.0
1955,2,FRANÇOISE,3.0
1955,2,CHANTAL,4.0
1955,2,CATHERINE,5.0
1955,2,DOMINIQUE,6.0
1955,2,BRIGITTE,7.0
1955,2,MONIQUE,8.0
1955,2,ANNIE,9.0
1955,2,CHRISTINE,10.0
1956,1,JEAN,1.0
1956,1,PATRICK,2.0
1956,1,MICHEL,3.0
1956,1,PHILIPPE,4.0
1956,1,ALAIN,5.0
1956,1,CHRISTIAN,6.0
1956,1,BERNARD,7.0
1956,1,DOMINIQUE,8.0
1956,1,DANIEL,9.0
1956,1,GÉRARD,10.0
1956,2,MARIE,1.0
1956,2,MARTINE,2.0
1956,2,CATHERINE,3.0
1956,2,FRANÇOISE,4.0
1956,2,BRIGITTE,5.0
1956,2,CHANTAL,6.0
1956,2,DOMINIQUE,7.0
1956,2,PATRICIA,8.0
1956,2,CHRISTINE,9.0
1956,2,SYLVIE,10.0
1957,1,JEAN,1.0
1957,1,PATRICK,2.0
1957,1,PHILIPPE,3.0
1957,1,MICHEL,4.0
1957,1,ALAIN,5.0
1957,1,CHRISTIAN,6.0
1957,1,DOMINIQUE,7.0
1957,1,DIDIER,8.0
1957,1,BERNARD,9.0
1957,1,DANIEL,10.0
1957,2,MARIE,1.0
1957,2,MARTINE,2.0
1957,2,BRIGITTE,3.0
1957,2,CATHERINE,4.0
1957,2,FRANÇOISE,5.0
1957,2,SYLVIE,6.0
1957,2,CHRISTINE,7.0
1957,2,CHANTAL,8.0
1957,2,PATRICIA,9.0
1957,2,DOMINIQUE,10.0
1958,1,PHILIPPE,1.0
1958,1,JEAN,2.0
1958,1,PATRICK,3.0
1958,1,MICHEL,4.0
1958,1,ALAIN,5.0
1958,1,CHRISTIAN,6.0
1958,1,DIDIER,7.0
1958,1,PASCAL,8.0
1958,1,DOMINIQUE,9.0
1958,1,BERNARD,10.0
1958,2,MARIE,1.0
1958,2,BRIGITTE,2.0
1958,2,MARTINE,3.0
1958,2,CATHERINE,4.0
1958,2,SYLVIE,5.0
1958,2,CHRISTINE,6.0
1958,2,FRANÇOISE,7.0
1958,2,PATRICIA,8.0
1958,2,CHANTAL,9.0
1958,2,DOMINIQUE,10.0
1959,1,PHILIPPE,1.0
1959,1,JEAN,2.0
1959,1,PATRICK,3.0
1959,1,MICHEL,4.0
1959,1,ALAIN,5.0
1959,1,PASCAL,6.0
1959,1,DIDIER,7.0
1959,1,CHRISTIAN,8.0
1959,1,DOMINIQUE,9.0
1959,1,THIERRY,10.0
1959,2,BRIGITTE,1.0
1959,2,CATHERINE,2.0
1959,2,MARIE,3.0
1959,2,SYLVIE,4.0
1959,2,MARTINE,5.0
1959,2,CHRISTINE,6.0
1959,2,PATRICIA,7.0
1959,2,FRANÇOISE,8.0
1959,2,CHANTAL,9.0
1959,2,VÉRONIQUE,10.0
1960,1,PHILIPPE,1.0
1960,1,PATRICK,2.0
1960,1,PASCAL,3.0
1960,1,JEAN,4.0
1960,1,ALAIN,5.0
1960,1,MICHEL,6.0
1960,1,ERIC,7.0
1960,1,THIERRY,8.0
1960,1,CHRISTIAN,9.0
1960,1,DIDIER,10.0
1960,2,CATHERINE,1.0
1960,2,SYLVIE,2.0
1960,2,CHRISTINE,3.0
1960,2,MARIE,4.0
1960,2,BRIGITTE,5.0
1960,2,MARTINE,6.0
1960,2,PATRICIA,7.0
1960,2,FRANÇOISE,8.0
1960,2,VÉRONIQUE,9.0
1960,2,ISABELLE,10.0
1961,1,PHILIPPE,1.0
1961,1,PASCAL,2.0
1961,1,ERIC,3.0
1961,1,PATRICK,4.0
1961,1,JEAN,5.0
1961,1,THIERRY,6.0
1961,1,ALAIN,7.0
1961,1,MICHEL,8.0
1961,1,DIDIER,9.0
1961,1,CHRISTIAN,10.0
1961,2,SYLVIE,1.0
1961,2,CATHERINE,2.0
1961,2,CHRISTINE,3.0
1961,2,MARIE,4.0
1961,2,ISABELLE,5.0
1961,2,VÉRONIQUE,6.0
1961,2,MARTINE,7.0
1961,2,PATRICIA,8.0
1961,2,BRIGITTE,9.0
1961,2,FRANÇOISE,10.0
1962,1,PHILIPPE,1.0
1962,1,PASCAL,2.0
1962,1,ERIC,3.0
1962,1,PATRICK,4.0
1962,1,THIERRY,5.0
1962,1,JEAN,6.0
1962,1,ALAIN,7.0
1962,1,DIDIER,8.0
1962,1,MICHEL,9.0
1962,1,BRUNO,10.0
1962,2,SYLVIE,1.0
1962,2,CATHERINE,2.0
1962,2,ISABELLE,3.0
1962,2,CHRISTINE,4.0
1962,2,VÉRONIQUE,5.0
1962,2,MARIE,6.0
1962,2,MARTINE,7.0
1962,2,PATRICIA,8.0
1962,2,CORINNE,9.0
1962,2,FRANÇOISE,10.0
1963,1,PHILIPPE,1.0
1963,1,PASCAL,2.0
1963,1,ERIC,3.0
1963,1,THIERRY,4.0
1963,1,PATRICK,5.0
1963,1,JEAN,6.0
1963,1,ALAIN,7.0
1963,1,BRUNO,8.0
1963,1,DIDIER,9.0
1963,1,MICHEL,10.0
1963,2,SYLVIE,1.0
1963,2,CATHERINE,2.0
1963,2,ISABELLE,3.0
1963,2,VÉRONIQUE,4.0
1963,2,CHRISTINE,5.0
1963,2,CORINNE,6.0
1963,2,NATHALIE,7.0
1963,2,MARIE,8.0
1963,2,PATRICIA,9.0
1963,2,MARTINE,10.0
1964,1,PHILIPPE,1.0
1964,1,THIERRY,2.0
1964,1,ERIC,3.0
1964,1,PASCAL,4.0
1964,1,PATRICK,5.0
1964,1,JEAN,6.0
1964,1,ALAIN,7.0
1964,1,DIDIER,8.0
1964,1,BRUNO,9.0
1964,1,LAURENT,10.0
1964,2,SYLVIE,1.0
1964,2,NATHALIE,2.0
1964,2,ISABELLE,3.0
1964,2,CATHERINE,4.0
1964,2,CHRISTINE,5.0
1964,2,VÉRONIQUE,6.0
1964,2,VALÉRIE,7.0
1964,2,CORINNE,8.0
1964,2,PATRICIA,9.0
1964,2,MARIE,10.0
1965,1,THIERRY,1.0
1965,1,PHILIPPE,2.0
1965,1,ERIC,3.0
1965,1,PASCAL,4.0
1965,1,LAURENT,5.0
1965,1,PATRICK,6.0
1965,1,CHRISTOPHE,7.0
1965,1,BRUNO,8.0
1965,1,DIDIER,9.0
1965,1,ALAIN,10.0
1965,2,NATHALIE,1.0
1965,2,SYLVIE,2.0
1965,2,ISABELLE,3.0
1965,2,CATHERINE,4.0
1965,2,VALÉRIE,5.0
1965,2,CHRISTINE,6.0
1965,2,VÉRONIQUE,7.0
1965,2,LAURENCE,8.0
1965,2,CORINNE,9.0
1965,2,PATRICIA,10.0
1966,1,PHILIPPE,1.0
1966,1,CHRISTOPHE,2.0
1966,1,THIERRY,3.0
1966,1,ERIC,4.0
1966,1,PASCAL,5.0
1966,1,LAURENT,6.0
1966,1,FRÉDÉRIC,7.0
1966,1,PATRICK,8.0
1966,1,BRUNO,9.0
1966,1,JEAN,10.0
1966,2,NATHALIE,1.0
1966,2,ISABELLE,2.0
1966,2,SYLVIE,3.0
1966,2,VALÉRIE,4.0
1966,2,CATHERINE,5.0
1966,2,VÉRONIQUE,6.0
1966,2,CHRISTINE,7.0
1966,2,LAURENCE,8.0
1966,2,CORINNE,9.0
1966,2,MARIE,10.0
1967,1,CHRISTOPHE,1.0
1967,1,PHILIPPE,2.0
1967,1,LAURENT,3.0
1967,1,ERIC,4.0
1967,1,THIERRY,5.0
1967,1,PASCAL,6.0
1967,1,FRÉDÉRIC,7.0
1967,1,STÉPHANE,8.0
1967,1,OLIVIER,9.0
1967,1,FRANCK,10.0
1967,2,NATHALIE,1.0
1967,2,VALÉRIE,2.0
1967,2,ISABELLE,3.0
1967,2,SYLVIE,4.0
1967,2,VÉRONIQUE,5.0
1967,2,CATHERINE,6.0
1967,2,CORINNE,7.0
1967,2,LAURENCE,8.0
1967,2,CHRISTINE,9.0
1967,2,SANDRINE,10.0
1968,1,CHRISTOPHE,1.0
1968,1,LAURENT,2.0
1968,1,PHILIPPE,3.0
1968,1,ERIC,4.0
1968,1,STÉPHANE,5.0
1968,1,FRÉDÉRIC,6.0
1968,1,PASCAL,7.0
1968,1,THIERRY,8.0
1968,1,OLIVIER,9.0
1968,1,FRANCK,10.0
1968,2,NATHALIE,1.0
1968,2,VALÉRIE,2.0
1968,2,ISABELLE,3.0
1968,2,SYLVIE,4.0
1968,2,SANDRINE,5.0
1968,2,CATHERINE,6.0
1968,2,VÉRONIQUE,7.0
1968,2,LAURENCE,8.0
1968,2,CORINNE,9.0
1968,2,CHRISTINE,10.0
1969,1,CHRISTOPHE,1.0
1969,1,LAURENT,2.0
1969,1,STÉPHANE,3.0
1969,1,PHILIPPE,4.0
1969,1,ERIC,5.0
1969,1,FRÉDÉRIC,6.0
1969,1,OLIVIER,7.0
1969,1,DAVID,8.0
1969,1,PASCAL,9.0
1969,1,THIERRY,10.0
1969,2,NATHALIE,1.0
1969,2,VALÉRIE,2.0
1969,2,ISABELLE,3.0
1969,2,SANDRINE,4.0
1969,2,SYLVIE,5.0
1969,2,LAURENCE,6.0
1969,2,CATHERINE,7.0
1969,2,VÉRONIQUE,8.0
1969,2,CHRISTINE,9.0
1969,2,CORINNE,10.0
1970,1,CHRISTOPHE,1.0
1970,1,STÉPHANE,2.0
1970,1,LAURENT,3.0
1970,1,DAVID,4.0
1970,1,OLIVIER,5.0
1970,1,FRÉDÉRIC,6.0
1970,1,PHILIPPE,7.0
1970,1,ERIC,8.0
1970,1,FRANCK,9.0
1970,1,THIERRY,10.0
1970,2,NATHALIE,1.0
1970,2,VALÉRIE,2.0
1970,2,SANDRINE,3.0
1970,2,ISABELLE,4.0
1970,2,SYLVIE,5.0
1970,2,SOPHIE,6.0
1970,2,LAURENCE,7.0
1970,2,CHRISTELLE,8.0
1970,2,CATHERINE,9.0
1970,2,VÉRONIQUE,10.0
1971,1,STÉPHANE,1.0
1971,1,CHRISTOPHE,2.0
1971,1,LAURENT,3.0
1971,1,DAVID,4.0
1971,1,OLIVIER,5.0
1971,1,FRÉDÉRIC,6.0
1971,1,PHILIPPE,7.0
1971,1,ERIC,8.0
1971,1,FRANCK,9.0
1971,1,THIERRY,10.0
1971,2,NATHALIE,1.0
1971,2,SANDRINE,2.0
1971,2,ISABELLE,3.0
1971,2,VALÉRIE,4.0
1971,2,CHRISTELLE,5.0
1971,2,SOPHIE,6.0
1971,2,SYLVIE,7.0
1971,2,LAURENCE,8.0
1971,2,KARINE,9.0
1971,2,STÉPHANIE,10.0
1972,1,CHRISTOPHE,1.0
1972,1,STÉPHANE,2.0
1972,1,DAVID,3.0
1972,1,LAURENT,4.0
1972,1,OLIVIER,5.0
1972,1,FRÉDÉRIC,6.0
1972,1,SÉBASTIEN,7.0
1972,1,ERIC,8.0
1972,1,PHILIPPE,9.0
1972,1,FRANCK,10.0
1972,2,SANDRINE,1.0
1972,2,NATHALIE,2.0
1972,2,ISABELLE,3.0
1972,2,VALÉRIE,4.0
1972,2,CHRISTELLE,5.0
1972,2,KARINE,6.0
1972,2,STÉPHANIE,7.0
1972,2,SOPHIE,8.0
1972,2,SYLVIE,9.0
1972,2,CÉLINE,10.0
1973,1,CHRISTOPHE,1.0
1973,1,STÉPHANE,2.0
1973,1,DAVID,3.0
1973,1,FRÉDÉRIC,4.0
1973,1,SÉBASTIEN,5.0
1973,1,OLIVIER,6.0
1973,1,LAURENT,7.0
1973,1,JEROME,8.0
1973,1,ERIC,9.0
1973,1,FABRICE,10.0
1973,2,SANDRINE,1.0
1973,2,NATHALIE,2.0
1973,2,ISABELLE,3.0
1973,2,STÉPHANIE,4.0
1973,2,CHRISTELLE,5.0
1973,2,VALÉRIE,6.0
1973,2,KARINE,7.0
1973,2,SOPHIE,8.0
1973,2,CÉLINE,9.0
1973,2,SANDRA,10.0
1974,1,STÉPHANE,1.0
1974,1,DAVID,2.0
1974,1,CHRISTOPHE,3.0
1974,1,FRÉDÉRIC,4.0
1974,1,SÉBASTIEN,5.0
1974,1,JEROME,6.0
1974,1,OLIVIER,7.0
1974,1,LAURENT,8.0
1974,1,ERIC,9.0
1974,1,NICOLAS,10.0
1974,2,STÉPHANIE,1.0
1974,2,SANDRINE,2.0
1974,2,NATHALIE,3.0
1974,2,ISABELLE,4.0
1974,2,VIRGINIE,5.0
1974,2,CHRISTELLE,6.0
1974,2,CÉLINE,7.0
1974,2,KARINE,8.0
1974,2,VALÉRIE,9.0
1974,2,SOPHIE,10.0
1975,1,SÉBASTIEN,1.0
1975,1,FRÉDÉRIC,2.0
1975,1,DAVID,3.0
1975,1,STÉPHANE,4.0
1975,1,CHRISTOPHE,5.0
1975,1,JEROME,6.0
1975,1,LAURENT,7.0
1975,1,OLIVIER,8.0
1975,1,NICOLAS,9.0
1975,1,CEDRIC,10.0
1975,2,STÉPHANIE,1.0
1975,2,SANDRINE,2.0
1975,2,NATHALIE,3.0
1975,2,CÉLINE,4.0
1975,2,VIRGINIE,5.0
1975,2,KARINE,6.0
1975,2,CHRISTELLE,7.0
1975,2,ISABELLE,8.0
1975,2,SEVERINE,9.0
1975,2,SOPHIE,10.0
1976,1,SÉBASTIEN,1.0
1976,1,DAVID,2.0
1976,1,FRÉDÉRIC,3.0
1976,1,CHRISTOPHE,4.0
1976,1,STÉPHANE,5.0
1976,1,NICOLAS,6.0
1976,1,OLIVIER,7.0
1976,1,LAURENT,8.0
1976,1,JEROME,9.0
1976,1,CEDRIC,10.0
1976,2,STÉPHANIE,1.0
1976,2,SANDRINE,2.0
1976,2,CÉLINE,3.0
1976,2,NATHALIE,4.0
1976,2,VIRGINIE,5.0
1976,2,CHRISTELLE,6.0
1976,2,SOPHIE,7.0
1976,2,KARINE,8.0
1976,2,ISABELLE,9.0
1976,2,DELPHINE,10.0
1977,1,SÉBASTIEN,1.0
1977,1,NICOLAS,2.0
1977,1,DAVID,3.0
1977,1,FRÉDÉRIC,4.0
1977,1,CHRISTOPHE,5.0
1977,1,STÉPHANE,6.0
1977,1,JEROME,7.0
1977,1,OLIVIER,8.0
1977,1,LAURENT,9.0
1977,1,CEDRIC,10.0
1977,2,STÉPHANIE,1.0
1977,2,CÉLINE,2.0
1977,2,SANDRINE,3.0
1977,2,VIRGINIE,4.0
1977,2,NATHALIE,5.0
1977,2,DELPHINE,6.0
1977,2,SOPHIE,7.0
1977,2,CHRISTELLE,8.0
1977,2,LAETITIA,9.0
1977,2,SEVERINE,10.0
1978,1,SÉBASTIEN,1.0
1978,1,NICOLAS,2.0
1978,1,DAVID,3.0
1978,1,FRÉDÉRIC,4.0
1978,1,CHRISTOPHE,5.0
1978,1,CEDRIC,6.0
1978,1,JEROME,7.0
1978,1,STÉPHANE,8.0
1978,1,JULIEN,9.0
1978,1,OLIVIER,10.0
1978,2,CÉLINE,1.0
1978,2,STÉPHANIE,2.0
1978,2,VIRGINIE,3.0
1978,2,SANDRINE,4.0
1978,2,LAETITIA,5.0
1978,2,DELPHINE,6.0
1978,2,CHRISTELLE,7.0
1978,2,SOPHIE,8.0
1978,2,NATHALIE,9.0
1978,2,CAROLINE,10.0
1979,1,SÉBASTIEN,1.0
1979,1,NICOLAS,2.0
1979,1,JULIEN,3.0
1979,1,DAVID,4.0
1979,1,CHRISTOPHE,5.0
1979,1,FRÉDÉRIC,6.0
1979,1,CEDRIC,7.0
1979,1,JEROME,8.0
1979,1,STÉPHANE,9.0
1979,1,OLIVIER,10.0
1979,2,CÉLINE,1.0
1979,2,STÉPHANIE,2.0
1979,2,VIRGINIE,3.0
1979,2,AURÉLIE,4.0
1979,2,SANDRINE,5.0
1979,2,LAETITIA,6.0
1979,2,DELPHINE,7.0
1979,2,SABRINA,8.0
1979,2,MARIE,9.0
1979,2,SOPHIE,10.0
1980,1,NICOLAS,1.0
1980,1,SÉBASTIEN,2.0
1980,1,JULIEN,3.0
1980,1,DAVID,4.0
1980,1,CHRISTOPHE,5.0
1980,1,FRÉDÉRIC,6.0
1980,1,CEDRIC,7.0
1980,1,GUILLAUME,8.0
1980,1,JEROME,9.0
1980,1,OLIVIER,10.0
1980,2,CÉLINE,1.0
1980,2,EMILIE,2.0
1980,2,AURÉLIE,3.0
1980,2,VIRGINIE,4.0
1980,2,STÉPHANIE,5.0
1980,2,LAETITIA,6.0
1980,2,MARIE,7.0
1980,2,SABRINA,8.0
1980,2,AUDREY,9.0
1980,2,SANDRINE,10.0
1981,1,NICOLAS,1.0
1981,1,JULIEN,2.0
1981,1,SÉBASTIEN,3.0
1981,1,DAVID,4.0
1981,1,GUILLAUME,5.0
1981,1,CEDRIC,6.0
1981,1,CHRISTOPHE,7.0
1981,1,FRÉDÉRIC,8.0
1981,1,VINCENT,9.0
1981,1,ALEXANDRE,10.0
1981,2,CÉLINE,1.0
1981,2,AURÉLIE,2.0
1981,2,EMILIE,3.0
1981,2,VIRGINIE,4.0
1981,2,STÉPHANIE,5.0
1981,2,LAETITIA,6.0
1981,2,MARIE,7.0
1981,2,SABRINA,8.0
1981,2,AUDREY,9.0
1981,2,ELODIE,10.0
1982,1,NICOLAS,1.0
1982,1,JULIEN,2.0
1982,1,SÉBASTIEN,3.0
1982,1,DAVID,4.0
1982,1,GUILLAUME,5.0
1982,1,CEDRIC,6.0
1982,1,ALEXANDRE,7.0
1982,1,CHRISTOPHE,8.0
1982,1,VINCENT,9.0
1982,1,JEROME,10.0
1982,2,AURÉLIE,1.0
1982,2,CÉLINE,2.0
1982,2,EMILIE,3.0
1982,2,LAETITIA,4.0
1982,2,STÉPHANIE,5.0
1982,2,ELODIE,6.0
1982,2,VIRGINIE,7.0
1982,2,AUDREY,8.0
1982,2,MARIE,9.0
1982,2,JULIE,10.0
1983,1,JULIEN,1.0
1983,1,NICOLAS,2.0
1983,1,SÉBASTIEN,3.0
1983,1,GUILLAUME,4.0
1983,1,DAVID,5.0
1983,1,VINCENT,6.0
1983,1,ALEXANDRE,7.0
1983,1,ROMAIN,8.0
1983,1,CHRISTOPHE,9.0
1983,1,CEDRIC,10.0
1983,2,AURÉLIE,1.0
1983,2,EMILIE,2.0
1983,2,CÉLINE,3.0
1983,2,JULIE,4.0
1983,2,ELODIE,5.0
1983,2,STÉPHANIE,6.0
1983,2,AUDREY,7.0
1983,2,MARIE,8.0
1983,2,LAETITIA,9.0
1983,2,VIRGINIE,10.0
1984,1,JULIEN,1.0
1984,1,NICOLAS,2.0
1984,1,SÉBASTIEN,3.0
1984,1,GUILLAUME,4.0
1984,1,JONATHAN,5.0
1984,1,DAVID,6.0
1984,1,THOMAS,7.0
1984,1,ROMAIN,8.0
1984,1,MATHIEU,9.0
1984,1,ANTHONY,10.0
1984,2,AURÉLIE,1.0
1984,2,EMILIE,2.0
1984,2,CÉLINE,3.0
1984,2,ELODIE,4.0
1984,2,JULIE,5.0
1984,2,AUDREY,6.0
1984,2,MARIE,7.0
1984,2,STÉPHANIE,8.0
1984,2,LAETITIA,9.0
1984,2,VIRGINIE,10.0
1985,1,JULIEN,1.0
1985,1,NICOLAS,2.0
1985,1,SÉBASTIEN,3.0
1985,1,GUILLAUME,4.0
1985,1,JONATHAN,5.0
1985,1,ANTHONY,6.0
1985,1,ROMAIN,7.0
1985,1,THOMAS,8.0
1985,1,ALEXANDRE,9.0
1985,1,DAMIEN,10.0
1985,2,AURÉLIE,1.0
1985,2,EMILIE,2.0
1985,2,JULIE,3.0
1985,2,MARIE,4.0
1985,2,ELODIE,5.0
1985,2,CÉLINE,6.0
1985,2,AUDREY,7.0
1985,2,STÉPHANIE,8.0
1985,2,JENNIFER,9.0
1985,2,MÉLANIE,10.0
1986,1,JULIEN,1.0
1986,1,NICOLAS,2.0
1986,1,GUILLAUME,3.0
1986,1,ALEXANDRE,4.0
1986,1,SÉBASTIEN,5.0
1986,1,THOMAS,6.0
1986,1,ROMAIN,7.0
1986,1,ANTHONY,8.0
1986,1,JONATHAN,9.0
1986,1,JEREMY,10.0
1986,2,AURÉLIE,1.0
1986,2,EMILIE,2.0
1986,2,JULIE,3.0
1986,2,ELODIE,4.0
1986,2,STÉPHANIE,5.0
1986,2,MARIE,6.0
1986,2,AUDREY,7.0
1986,2,CÉLINE,8.0
1986,2,JENNIFER,9.0
1986,2,MÉLANIE,10.0
1987,1,JULIEN,1.0
1987,1,NICOLAS,2.0
1987,1,ROMAIN,3.0
1987,1,ALEXANDRE,4.0
1987,1,ANTHONY,5.0
1987,1,JEREMY,6.0
1987,1,GUILLAUME,7.0
1987,1,THOMAS,8.0
1987,1,SÉBASTIEN,9.0
1987,1,JONATHAN,10.0
1987,2,JULIE,1.0
1987,2,AURÉLIE,2.0
1987,2,ELODIE,3.0
1987,2,EMILIE,4.0
1987,2,MARIE,5.0
1987,2,AUDREY,6.0
1987,2,STÉPHANIE,7.0
1987,2,CÉLINE,8.0
1987,2,PAULINE,9.0
1987,2,SOPHIE,10.0
1988,1,JULIEN,1.0
1988,1,NICOLAS,2.0
1988,1,ROMAIN,3.0
1988,1,ANTHONY,4.0
1988,1,KEVIN,5.0
1988,1,ALEXANDRE,6.0
1988,1,THOMAS,7.0
1988,1,JEREMY,8.0
1988,1,GUILLAUME,9.0
1988,1,JONATHAN,10.0
1988,2,ELODIE,1.0
1988,2,LAURA,2.0
1988,2,JULIE,3.0
1988,2,AURÉLIE,4.0
1988,2,MARIE,5.0
1988,2,AUDREY,6.0
1988,2,EMILIE,7.0
1988,2,MARION,8.0
